,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,"Cheung Bor House, Choi Wan Estate",Wong Tai Sin,1523,
1,Renaissance Habour View Hotel,Wan Chai,1530,
2,"Oi Chung House, Tsz Oi Court",Wong Tai Sin,1531,
3,"Lok Foon House, Tsz Lok Estate",Wong Tai Sin,1532,
4,"Kam Wan House, Choi Hung Estate",Wong Tai Sin,1533,
5,"Lam Fai House, Lam Tin Estate",Kwun Tong,1534,
6,"Sin Sam House, Lung Hang Estate",Sha Tin,1536,
7,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1537,
8,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1538,
9,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,1539,
10,"Shing Choi House, Tin Shing Court",Yuen Long,1540,
11,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,1541,
12,"Tower 1, Heya Green",Sham Shui Po,1542,
13,"Yam Yue House, Shek Yam East Estate",Kwai Tsing,1543,
14,"Cheung Bor House, Choi Wan Estate",Wong Tai Sin,1544,
15,Tung Lo Court,Sham Shui Po,1545,
16,"Block 2, Po Tin Interim Housing",Tuen Mun,1546,
17,"Wo Tai House, On Tai Estate",Kwun Tong,1547,
18,"Wah Mei Lau, Garden Estate",Kwun Tong,1548,
19,"Lok Foon House, Tsz Lok Estate",Wong Tai Sin,1549,
20,"Kam Chun House, Tung Chun Court",Eastern,1550,
21,"Ching Yi House, Tsz Ching Estate",Wong Tai Sin,1551,
22,"Ching Yi House, Tsz Ching Estate",Wong Tai Sin,1552,
23,"Fu Shun House, Fu Shan Estate",Wong Tai Sin,1553,
24,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1555,
25,"Man Yue House, Tsz Man Estate",Wong Tai Sin,1556,
26,Shun King Court,Sham Shui Po,1557,
27,53 Sheung Sze Wan Village,Sai Kung,1558,
28,Jade Villa,Sai Kung,1559,
29,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1560,
30,"Block 1, Aquamarine Garden",Tuen Mun,1561,
31,"Hong Tak House, Tsz Hong Estate",Wong Tai Sin,1562,
32,"Lok Man House, Lok Fu Estate",Wong Tai Sin,1563,
33,"Man Yue House, Tsz Man Estate",Wong Tai Sin,1564,
34,"Man Yue House, Tsz Man Estate",Wong Tai Sin,1565,
35,"Man Yue House, Tsz Man Estate",Wong Tai Sin,1566,
36,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,1567,
37,"Block 5, Belair Monte",North,1568,
38,Po Sing Mansion,Kowloon City,1569,
39,"Block 3, Yue Man Centre",Kwun Tong,1570,
40,22 Siu Lam Tsuen,Tuen Mun,1571,
41,"Hong Kin House, Tsz Hong Estate",Wong Tai Sin,1572,
42,"Leung Fat House, Cheung Fat Estate",Kwai Tsing,1573,
43,Dorsett Tsuen Wan,Kwai Tsing,1574,
44,The Kimberley Hotel,Yau Tsim Mong,1575,
45,Marriott Hong Kong SkyCity,Islands,1576,
46,"Choi Foon House, Choi Fook Estate",Kwun Tong,1578,
47,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1579,
48,Berwick Mansion,Sham Shui Po,1581,
49,"Fung Yu House, Sam Shing Estate",Tuen Mun,1582,
50,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,1583,
51,Mei Pak Court,Sha Tin,1584,
52,"Block 5, Belair Monte",North,1585,
53,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,1586,
54,"Hong Kin House, Tsz Hong Estate",Wong Tai Sin,1587,
55,"Hong Kin House, Tsz Hong Estate",Wong Tai Sin,1588,
56,"Man Yue House, Tsz Man Estate",Wong Tai Sin,1589,
57,"Tower 3, Phase I, The Beaumount",Sai Kung,1590,
58,"Block 2, Radiant Towers",Sai Kung,1591,
59,"Block 5, Park Central",Sai Kung,1592,
60,"Tower 2B, The Wings Phase II",Sai Kung,1593,
61,"Shin Chi House, Shin Ming Estate",Sai Kung,1594,
62,"Tat Yi House, Po Tat Estate",Kwun Tong,1595,
63,"Tower 5, Phase II-A, LOHAS Park",Sai Kung,1596,
64,"Tan Fung House, Choi Hung Estate",Wong Tai Sin,1597,
65,"Winfair Building, 8 Yuk Wah Crescent",Wong Tai Sin,1598,
66,"Ching Fai House, Tsz Ching Estate",Wong Tai Sin,1599,
67,Dorsett Tsuen Wan,Tsuen Wan,1600,
68,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1601,
69,"Kwai Tung House, Tung Tau Estate (II)",Wong Tai Sin,1602,
70,"On Yan House, Tsz On Court",Wong Tai Sin,1603,
71,"On Yan House, Tsz On Court",Wong Tai Sin,1604,
72,"Ching Wo House, Tsz Ching Estate",Wong Tai Sin,1605,
73,"Hong Tak House, Tsz Hong Estate",Wong Tai Sin,1607,
74,53 Sheung Sze Wan,Sai Kung,1608,
75,"Foo Wo House, Wo Che Estate",Sha Tin,1610,
76,"Lai Kuk House, Lai Kok Estate",Sham Shui Po,1611,
77,"Kam Wan House, Choi Hung Estate",Wong Tai Sin,1612,
78,"Leung Chun House, Leung King Estate",Tuen Mun,1613,
79,"Yuet Chuen House, Shui Chuen O Estate",Sha Tin,1615,
80,Shun King Court,Sham Shui Po,1616,
81,"Block E, Allway Gardens",Tsuen Wan,1617,
82,"Fu Shun House, Fu Shan Estate",Wong Tai Sin,1618,
83,Po Sing Mansion,Kowloon City,1619,
84,Po Sing Mansion,Kowloon City,1620,
85,Po Sing Mansion,Kowloon City,1621,
86,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,1622,
87,"Tower 6, Harbour Place",Kowloon City,1623,
88,1 Hing Yan Street,Kowloon City,1624,
89,1 Hing Yan Street,Kowloon City,1625,
90,"Ching Yi House, Tsz Ching Estate",Wong Tai Sin,1626,
91,"Block 1, Heya Green",Sham Shui Po,1627,
92,"Block 1, Heya Green",Sham Shui Po,1628,
93,Tak Fu Building,Sham Shui Po,1629,
94,"Ban Fung House, Fung Tak Estate",Wong Tai Sin,1630,
95,"Hung Cheong House, Hung Fuk Estate",Yuen Long,1631,
96,"Wang On House, Wang Tau Hom Estate",Wong Tai Sin,1632,
97,"Tower 20, Laguna Verde",Kowloon City,1633,
98,Pentahotel Hong Kong Kowloon,Wong Tai Sin,1633,
99,"Wai Sam House, Lung Hang Estate",Sha Tin,1634,
100,"Kam Pong House, Kam Tai Court",Sha Tin,1635,
101,Un On Building,Sham Shui Po,1636,
102,"Ching Fai House, Tsz Ching Estate",Wong Tai Sin,1637,
103,"Ha Hang, Ting Kok Road",Tai Po,1638,
104,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,1639,
105,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,1640,
106,"Tsui Lok House, Tsui Ping (South) Estate",Kwun Tong,1641,
107,"Leung Wai House, Leung King Estate",Tuen Mun,1642,
108,"Ching Tai House, Tsz Ching Estate",Wong Tai Sin,1643,
109,"Wo Kin House, Cheung Wo Court",Kwun Tong,1644,
110,"Block 13, Pak Tin Estate",Sham Shui Po,1647,
111,"Foo Wo House, Wo Che Estate",Sha Tin,1648,
112,"Hing Cho House, Hing Tung Estate",Eastern,1649,
113,"On Hoi House, Cheung On Estate",Kwai Tsing,1650,
114,"Block 14, Tsui Chuk Garden",Wong Tai Sin,1651,
115,"Block 1, Belvedere Garden Phase 2",Tsuen Wan,1652,
116,"Block E, Allway Gardens",Tsuen Wan,1653,
117,"Block 9, Glorious Garden",Tuen Mun,1654,
118,"Foo Wo House, Wo Che Estate",Sha Tin,1655,
119,"Ha Hang Village, Ting Kok Road",Tai Po,1656,
120,David Mansion,Yau Tsim Mong,1657,
