,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,North,"Tower 5, Noble Hill",10870,
1,Eastern,Wiseman Building,10871,
2,Eastern,"Block D, Kornhill",10873,
3,Eastern,Tung Shing Court,10874,
4,Kwun Tong,"On Kin House, On Tin Estate",10876,
5,Kwun Tong,Yee On Centre,10877,
6,Kwun Tong,Yee On Centre,10878,
7,Southern,"Wah Lai House, Wah Kwai Estate",10880,
8,Tuen Mun,"Civic House, Affluence Garden",10882,
9,Sha Tin,"Heng Hoi House, Heng On Estate",10883,
10,Yuen Long,Wang Toi Shan Wing Ning Lei,10884,
11,Eastern,Caritas Lok Yi School,10886,
12,Yuen Long,"Shek Wu Tong, Pat Heung",10887,
13,Yau Tsim Mong,"Front Block, Man Yuen Building",10888,
14,Yau Tsim Mong,"Front Block, Man Yuen Building",10889,
15,Yau Tsim Mong,"Front Block, Man Yuen Building",10890,
16,Yau Tsim Mong,"Front Block, Man Yuen Building",10891,
17,Eastern,Tung Shing Court,10892,
18,Eastern,"Block D, Kornhill",10893,
19,Kowloon City,"Tower 1C, Upper East",10894,
20,Wong Tai Sin,Cambridge Building,10895,
21,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10896,
22,Kowloon City,Metropark Hotel Kowloon,10897,
23,Eastern,"Block 26, Heng Fa Chuen",10898,
24,Yau Tsim Mong,"Front Block, Man Yuen Building",10899,
25,Wong Tai Sin,"Wah Yuen House, Chuk Yuen (South) Estate",10900,
26,Kwun Tong,Lai Yue Building,10902,
27,Sha Tin,"Block 2 , Carado Garden",10904,
28,Eastern,"Block 26, Heng Fa Chuen",10905,
29,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10906,
30,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10907,
31,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10908,
32,Southern,"Wah Yin House, Wah Kwai Estate",10909,
33,Sham Shui Po,570-572 Fuk Wa Street,10910,
34,Central & Western,The Hudson,10911,
35,Eastern,"Tung Hiu House, Tung Yuk Court",10912,
36,Yuen Long,"Lin Fa Tei, Pat Heung",10913,
37,Yau Tsim Mong,315 Nathan Road,10914,
38,Tai Po,"Block I, Trackside Villas",10915,
39,Sham Shui Po,"Tower 6, Banyan Garden",10916,
40,Eastern,"Block 1, The Orchards",10917,
41,Sai Kung,"Sheung Shun House, Sheung Tak Estate",10918,
42,Eastern,"Block D, Kornhill",10919,
43,Kwun Tong,"Kwai Leung House, Lower Ngau Tau Kok Estate",10920,
44,Sai Kung,Holiday Inn Express Hong Kong Kowloon East,10921,
45,Sai Kung,"Tower 16, Ocean Shores",10921,
46,Yau Tsim Mong,"Tower 7, Island Harbourview",10922,
47,Eastern,Ramada Hong Kong Grand View,10923,
48,Yuen Long,"Tower 1, One Regent Place",10924,
49,Yuen Long,Wang Toi Shan Wing Ning Lei,10925,
50,Southern,"Wah Yin House, Wah Kwai Estate",10926,
51,Kowloon City,"Kin Man House, Oi Man Estate",10927,
52,Kowloon City,"Wai Man House, Oi Man Estate",10929,
53,Kwun Tong,"Kwai Leung House, Lower Ngau Tau Kok Estate",10931,
54,Yau Tsim Mong,"Block 2, Parc Palais",10932,
55,Southern,"Wah Yin House, Wah Kwai Estate",10935,
56,Kwun Tong,Camlux Hotel,10936,
57,Kwun Tong,"Choi Kiu House, Choi Hing Court",10936,
58,Sham Shui Po,"Block 22, Shek Kip Mei Estate",10937,
59,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10938,
60,Sha Tin,"Block 4, Baycrest",10939,
61,Wan Chai,"Block B, Hay Wah Building",10940,
62,Sham Shui Po,"122-124 Broadway, Stage 8, Mei Foo Sun Chuen",10941,
63,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",10942,
64,Wong Tai Sin,"Lok Man House, Lok Fu Estate",10944,
65,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",10945,
66,Wong Tai Sin,Pentahotel Hong Kong Kowloon,10946,
67,Kowloon City,"Kin Man House, Oi Man Estate",10947,
68,Islands,"Block B, Yu Tai Court",10948,
69,Kowloon City,"Kin Man House, Oi Man Estate",10949,
70,Yau Tsim Mong,"Tower 7, Island Harbourview",10950,
71,Yau Tsim Mong,"Tower 7, Island Harbourview",10951,
72,Kowloon City,"Phase 1, Mei King Mansion",10953,
73,Southern,"Wah Yin House, Wah Kwai Estate",10954,
74,Wong Tai Sin,"Fei Fung House, Choi Wan (I) Estate",10955,
75,Eastern,"Fu Dat Court, Fortress Garden",10957,
76,Yau Tsim Mong,Honour House,10958,
77,Yau Tsim Mong,"Block 2, Parc Palais",10960,
78,Kwun Tong,L'hotel élan,10961,
79,Sha Tin,"Block 4, Baycrest",10961,
80,Tai Po,Blossom Villas,10962,
81,Kowloon City,"Mun Ching House, Kai Ching Estate",10963,
82,Yau Tsim Mong,315 Nathan Road,10964,
83,Southern,"Wah Yin House, Wah Kwai Estate",10965,
84,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10966,
85,Kowloon City,Masion Deluxe,10967,
86,Sham Shui Po,"Block 2, Liberte",10968,
87,Eastern,"Block 45, Heng Fa Chuen",10969,
88,Sha Tin,"Block 11, Woodcrest Hills",10970,
89,Kwai Tsing,"Ting Fung House, Ning Fung Court",10971,
90,Islands,"12A , Peninsula Village Caperidge Drive",10972,
91,Tuen Mun,"Luk Tin House, Yan Tin Estate",10973,
92,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10974,
93,Islands,"Luk Yat House, Yat Tung (1) Estate",10975,
94,Kowloon City,22-24 Yin On Street,10976,
95,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10977,
96,Tai Po,"Shin Lun House, Fu Shin Estate",10978,
97,Sha Tin,"Block 11, Woodcrest Hills",10979,
98,Tai Po,"Hei Wo House, Tai Wo Estate",10980,
99,Tuen Mun,"Tower 4, Pierhead Garden",10981,
100,Kowloon City,"Lok Seen Lau, Lok Man Sun Chuen",10982,
101,Kwun Tong,"Fai Wah House, Lok Wah South Estate",10983,
102,Kowloon City,"Wai Man House, Oi Man Estate",10984,
103,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10989,
104,Kwun Tong,"Chi Tai House, On Tai Estate",10990,
105,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10991,
106,Tsuen Wan,"Block 6, Park Island",10992,
107,Sham Shui Po,"122-124 Broadway, Stage 8, Mei Foo Sun Chuen",10994,
108,Kwun Tong,"Hiu Fai House, Hiu Lai Court",10995,
109,Kwun Tong,"Block B, Tai Hong Building",10995,
110,Central & Western,Matilda International Hospital Domestic Quarters,10996,
111,Central & Western,Matilda International Hospital Domestic Quarters,10997,
112,Wan Chai,Sam Yuen Mansion,10998,
113,Eastern,"Yu Hing House, Hing Wah (II) Estate",10998,
114,Kwun Tong,Fu Wah Court,10999,
115,Sham Shui Po,"Block 2, Liberte",11000,
116,Tsuen Wan,"Block 26, Park Island",11001,
117,Tuen Mun,"Block2, Oi Chi House, Yau Oi Estate",11002,
118,Yau Tsim Mong,Rosedale Hotel Kowloon,11002,
119,Yuen Long,Po Shing Building,11003,
120,Wan Chai,"Block B, Hay Wah Building",11005,
121,Yau Tsim Mong,76 Tai Nan Street,11006,
122,Tsuen Wan,Iau Kin Building,11009,
123,Kwun Tong,"Chi Tai House, On Tai Estate",11010,
124,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",11010,
125,Kwun Tong,"Chi Tai House, On Tai Estate",11011,
126,North,On Po Tsuen,11012,
127,Yau Tsim Mong,Seawide Mansion,11014,
128,Sai Kung,Man Sau Sun Tsuen,11015,
129,Kwai Tsing,"Lok King House, Lai King Estate",11016,
130,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",11017,
131,Kwai Tsing,"Kwai On House, Kwai Fong Estate",11019,
132,Central & Western,Matilda International Hospital Domestic Quarters,11020,
133,Wong Tai Sin,"New Lai King Building, 48-56 Choi Hung Road",11026,
134,Kwun Tong,"Chi Tai House, On Tai Estate",11027,
135,Yau Tsim Mong,Cheung Fung Mansion,11028,
136,Yau Tsim Mong,Marco Polo Hongkong Hotel,11028,
137,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",11029,
138,Sai Kung,"Tower 7, Hong Kong University of Science and Technology Senior Staff Quarters",11030,
139,Sha Tin,"Block 10, City One Shatin",11031,
140,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",11032,
141,Sai Kung,"Block 3, Residence Oasis",Case notified by the National Health Commission,
142,Wong Tai Sin,Cambridge Building,11034,
143,Kowloon City,"Mun Ching House, Kai Ching Estate",11035,
144,Kwai Tsing,"Block 6, Kwai Shing West Estate",11036,
145,Southern,"Fu Heng Yuen, Chi Fu Fa Yuen",11038,
146,Sha Tin,"Kam Lan House, Kam Fung Court",11039,
147,Kowloon City,"Tower 1, The Zumurud",11040,
148,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",11041,
149,Wong Tai Sin,Cambridge Building,11042,
150,Yau Tsim Mong,Cheung Fung Mansion,11043,
151,Yau Tsim Mong,Marco Polo Hongkong Hotel,11043,
152,Eastern,"Yu Hing House, Hing Wah (II) Estate",11044,
153,Wong Tai Sin,"New Lai King Building, 48-56 Choi Hung Road",11045,
154,Wong Tai Sin,Cambridge Building,11046,
155,Sai Kung,"Tower 2, Hemera, Lohas Park",11047,
156,Tuen Mun,"Block 1, Elegance Gardens",11049,
157,Yuen Long,"Ching Moon House, Tin Ching Estate",11051,
158,Kwun Tong,"Chi Tai House, On Tai Estate",11053,
159,Kowloon City,"Tower 1, The Zumurud",11054,
160,Islands,"Block 2, Seaview Crescent",11055,
161,Sai Kung,"Block 5, Residence Oasis",11056,
162,Wong Tai Sin,Cambridge Building,11057,
163,Wong Tai Sin,Cambridge Building,11058,
164,Central & Western,Ramada Hong Kong Harbour View,11059,
165,Southern,"Fu Heng Yuen, Chi Fu Fa Yuen",11060,
166,Tsuen Wan,"Tower 1, Discovery Park",11061,
167,Kwun Tong,"Yan Tat House, On Tat Estate",11062,
168,Kwun Tong,"Hiu Fai House, Hiu Lai Court",11063,
169,Central & Western,Kui Yan Court,11064,
170,Yau Tsim Mong,Honour House,11065,
171,Eastern,Ramada Hong Kong Grand View,11066,
172,Kowloon City,Metropark Hotel Kowloon,11067,
173,Central & Western,Kui Yan Court,11070,
174,Wan Chai,"Block B, Kwong Sang Hong Building",11071,
175,Sai Kung,"Block 1, Fu Ning Garden",11072,
176,Tsuen Wan,"Tower 1, Discovery Park",11073,
177,Tsuen Wan,"Block 1, Discovery Park",11078,
178,Central & Western,St. Paul's Co-educational College Residence Hall,11078,
179,Tsuen Wan,"Block 1, Discovery Park",11079,
180,Tsuen Wan,"Block 1, Discovery Park",11080,
181,Central & Western,Kui Yan Court,11081,
182,Central & Western,Kui Yan Court,11083,
183,Eastern,"Hoi Sing Mansion, Taikoo Shing",11084,
184,Sham Shui Po,258 Tai Nan Street,11086,
185,Kwai Tsing,"Block 1, Regency Park",11087,
186,Eastern,Ramada Hong Kong Grand View,11088,
187,Kowloon City,"Tower 1, The Zumurud",11089,
188,Sha Tin,"Kam Yee House, Kam Ying Court",11090,
189,Sham Shui Po,Cheong Yuen Building,11091,
190,Kowloon City,Metropark Hotel Kowloon,11093,
191,Yuen Long,Tseung Kong Wai,11095,
192,Sham Shui Po,15 Fuk Wing Street,11096,
193,Yau Tsim Mong,Tsim Sha Tsui Mansion,11097,
194,North,"Block 6, Belair Monte",11098,
195,Yau Tsim Mong,"Dorsett Mongkok, Hong Kong",11099,
196,Yau Tsim Mong,Harbour City,"10636, 10791",07/02/2021
197,Wong Tai Sin,Kar Chau Industrial Building,"10675, 10678",07/02/2021
198,Central & Western,The Landmark,"9471, 9828, 10729",07/02/2021
199,Kwai Tsing,Wah Fung Industrial Centre,"10678, 10710",08/02/2021
200,Islands,Disney Administration Building,"10715, 10720",08/02/2021
201,Tai Po,Lai Wo House Tai Wo Estate,"10545, 10716",09/02/2021
202,Tai Po,Fortune Plaza,"10619, 10756",09/02/2021
203,Wong Tai Sin,Lung Poon Court Commercial Centre,"10758, 10770",09/02/2021
204,Sham Shui Po,Shek Kip Mei Estate Shopping Centre,"10677, 10742",10/02/2021
205,Tai Po,Ting Kok Building,"10750, 10763",11/02/2021
206,Kwai Tsing,Kwai Chung Fire Station,"10793, 10805, 10823",12/02/2021
207,Kwai Tsing,Metroplaza,"7991, 8394, 8579, 9664, 10710, 10854",14/02/2021
208,Sham Shui Po,Dragon Centre,"9974, 10181, 10255, 10817",14/02/2021
209,Kwun Tong,Sceneway Plaza,"10799, 10826",15/02/2021
210,Kwun Tong,Crocodile Center Tai Hing,"10877, 10878",20/02/2021
211,Tai Po,Tai Po Mega Mall,"10738, 10756, 10915",21/02/2021
212,Eastern,Caritas Lok Yi School,"10832, 10863, 10864, 10873, 10874, 10886",21/02/2021
213,Wan Chai,Chuang's On The Park,10888,21/02/2021
214,Central & Western,Sun Court,10888,21/02/2021
