,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,David Mansion,Yau Tsim Mong,1657,
1,Kimberley Mansion,Yau Tsim Mong,1658,
2,Gomme House,Wong Tai Sin,1659,
3,"Yung Sui House, Yung Shing Court",North,1660,
4,Shun King Court,Sham Shui Po,1661,
5,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1662,
6,"Tip Chui House, Butterfly Building",Tuen Mun,1663,
7,"Block 2, Smithfield Court",Central & Western,1664,
8,"Yiu Sin House, Upper Wong Tai Sin Estate",Wong Tai Sin,1665,
9,"Hin Fu House, Hin Keng Estate",Sha Tin,1666,
10,"Ching Yi House, Tsz Ching Estate",Wong Tai Sin,1667,
11,Koon Fung House,Wong Tai Sin,1668,
12,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1669,
13,"Kam Wan House, Choi Hung Estate",Wong Tai Sin,1671,
14,"Yung Lai House, Yau Lai Estate",Kwun Tong,1672,
15,"Block 1, Richland Gardens",Kwun Tong,1673,
16,"Sau Yuen House, Chuk Yuen South Estate",Wong Tai Sin,1677,
17,"On Yan House, Tsz On Court",Wong Tai Sin,1679,
18,"Tin Hang House, Shun Tin Estate",Wong Tai Sin,1680,
19,"Chu Fung House, Fung Tak Estate",Wong Tai Sin,1681,
20,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,1682,
21,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,1683,
22,"Kwai Yan House, Kwai Fong Estate",Kwai Tsing,1684,
23,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1686,
24,"Oi Chung House, Tsz Oi Court, Tsz Wan Shan",Wong Tai Sin,1687,
25,"Chu Fung House, Fung Tak Estate",Wong Tai Sin,1689,
26,"Block 1, Richland Gardens",Kwun Tong,1690,
27,"Pik Yuen House, Shek Pai Wan Estate",Southern,1691,
28,"Wan Hang House, Wan Tau Tong Estate",Tai Po,1692,
29,"Pok Tai House, Pok Hong Estate",Sha Tin,1693,
30,"Kapok House, Kwong Yuen Estate",Sha Tin,1694,
31,"Tak Shan House, Tak Long Estate",Kowloon City,1695,
32,"Oi Kan House, Tsz Oi Court",Wong Tai Sin,1698,
33,"Shun Tin House, Shatin Pass Estate",Wong Tai Sin,1699,
34,"29 Nam Long Shan Road, Wong Chuk Hang",Southern,1700,
35,"Senior Building, 112 Thomson Road",Wan Chai,1701,
36,"Oi Kan House, Tsz Oi Court",Wong Tai Sin,1702,
37,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1703,
38,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1704,
39,"Che Wah Building, 2-8 Po Ying Lane",Wong Tai Sin,1705,
40,"On Yan House, Tsz On Court",Wong Tai Sin,1706,
41,"Block 8, City Garden",Eastern,1707,
42,"Shun Fung Lau, Yue Kwong Chuen",Southern,1708,
43,"Shun Tin House, Shatin Pass Estate",Wong Tai Sin,1709,
44,"Kam Shek House, Ping Shek Estate",Wong Tai Sin,1710,
45,Hung Fat House,Yuen Long,1712,
46,"Pok Tai House, Pok Hong Estate",Sha Tin,1713,
47,"Tower 1, Heya Green",Sham Shui Po,1714,
48,17 Tung Choi Street,Yau Tsim Mong,1715,
49,151 Kowloon City Road,Kowloon City,1716,
50,Kimberley Mansion,Yau Tsim Mong,1717,
51,Winfair Building,Wong Tai Sin,1718,
52,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,1719,
53,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1720,
54,Hayon Building,Yau Tsim Mong,1721,
55,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1722,
56,"Block 6, Whampoa Garden (Phase 4), Palm Mansions",Kowloon City,1723,
57,616 Reclamation Street,Yau Tsim Mong,1724,
58,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1725,
59,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,1726,
