,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Yuen Long,"Stage 2, Tse King House",10373,
1,Kowloon City,"Tower 11, Laguna Verde",10374,
2,Yau Tsim Mong,Majestic House,10375,
3,Kowloon City,"Block A, Loong King Mansion",10376,
4,Kowloon City,"Tower 11, Laguna Verde",10377,
5,Tsuen Wan,"Block R, Luk Yeung Sun Chuen",10378,
6,Kowloon City,"Yee Man House, Ho Man Tin Estate",10379,
7,Kowloon City,"Lok Kei Lau, Lok Man Sun Chuen",10380,
8,Yau Tsim Mong,24 Cheong Lok Street,10382,
9,Yau Tsim Mong,Shun On Building,10383,
10,Kowloon City,"Block D,Honour Building",10384,
11,Islands,Hong Kong SkyCity Marriott Hotel,10385,
12,Yuen Long,Ho Choi Building,10386,
13,Yau Tsim Mong,Shun On Building,10387,
14,Yau Tsim Mong,Shun On Building,10388,
15,Yuen Long,"Block 1, Kenswood Court, Kingswood Villas",10389,
16,Yuen Long,"Block B, Fu Loy Garden",10390,
17,Yuen Long,Po Ting Building,10392,
18,Yau Tsim Mong,59 Granville Road,10393,
19,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",10394,
20,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",10395,
21,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",10396,
22,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",10397,
23,Sham Shui Po,258 Apliu Street,10401,
24,Wan Chai,"East Block, Miramar Villa",10402,
25,Yau Tsim Mong,"Block A, Fuk Wo Mansion",10403,
26,Sham Shui Po,83 Lai Chi Kok Road,10404,
27,Yuen Long,Pak Fa Tsuen,10405,
28,Tsuen Wan,"Toa Shue House, Lei Muk Shue Estate",10406,
29,Kowloon City,"Block D, Honour Building",10415,
30,Kowloon City,"Ka Yee Lau, Ka Wai Chuen",10417,
31,Yuen Long,Lucky Mansion,10418,
