,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Tuen Mun,"Ting Cheung House, On Ting Estate",8857,
1,Sham Shui Po,"Fu Yee House, Fu Cheong Estate",9022,
2,Yau Tsim Mong,"85-91 Lai Chi Kok Road, Tak Fung Building",9023,
3,Yau Tsim Mong,Boundary Building,9024,
4,Sha Tin,"Hong Wo House, Wo Che Estate",9025,
5,Kwai Tsing,"Kwai Yat House, Kwai Hong Court",9027,
6,Kwun Tong,"Tak Lai House, Tak Tin Estate",9028,
7,Sham Shui Po,Wah On Mansion,9029,
8,Kowloon City,"Ching Man House, Ho Man Tin Estate",9030,
9,Tuen Mun,Lai Bo Building,9032,
10,Yuen Long,"Chuen Shui House, Shui Pin Wai Estate",9033,
11,Tsuen Wan,"Tower 3, Vision City",9034,
12,Tuen Mun,"Block 1, Tsui Ning Garden",9036,
13,Kwai Tsing,"Tower 4, Tivoli Garden",9037,
14,Sham Shui Po,Ming Fai Building,9038,
15,Sai Kung,"King Tao House, King Lam Estate",9039,
16,Sai Kung,"Block 9, Phase 2, Metro City",9040,
17,Sham Shui Po,"15 Nassau Street, Stage 5, Mei Foo Sun Chuen",9041,
18,Sham Shui Po,"15 Nassau Street, Stage 5, Mei Foo Sun Chuen",9042,
19,Tuen Mun,"Pacific House, Affluence Garden",9043,
20,Tuen Mun,"Civic House, Affluence Garden",9044,
21,Kowloon City,"Block A, Lux Theatre Building",9045,
22,Tai Po,Wing Shing Building,9046,
23,Sham Shui Po,"Wing Hei House, Po Hei Court",9047,
24,Tuen Mun,"King Lai House, Shan King Estate",9048,
25,Kowloon City,"Ching Man House, Ho Man Tin Estate",9049,
26,Kowloon City,"Ching Man House, Ho Man Tin Estate",9050,
27,Tuen Mun,"Civic House, Affluence Garden",9053,
28,Sham Shui Po,"Wing Hei House, Po Hei Court",9054,
29,Kowloon City,Hong Fu Mansion,9055,
30,Sham Shui Po,"Block10, Pak Tin Estate",9056,
31,Sha Tin,"Chung Chi House, Chung On Estate",9057,
32,Tai Po,"Block 10, Serenity Park",9058,
33,Wong Tai Sin,"The Mental Health Association of Hong Kong Irene House, Lung Gut House, Lower Wong Tai Sin (II) Estate",9059,
34,Kowloon City,Hong Fu Mansion,9060,
35,Tuen Mun,"Block 8, Po Tin Estate",9061,
36,Kowloon City,"Block A, Lux Theatre Building",9062,
37,Central & Western,One.Artlane,9063,
38,Sha Tin,"South Court, Tower 5, Phase 2, Festival City",9064,
39,Wong Tai Sin,"Block 4, Kai Tak Garden",9065,
40,Kowloon City,"Block A, Lux Theatre Building",9066,
41,Tuen Mun,"King Yip House, Shan King Estate",9067,
42,Yuen Long,Kam Fai Building,9068,
43,Wong Tai Sin,"Cheong Sin House, Upper Wong Tai Sin Estate",9069,
44,Southern,"Tower 5, Bel-air On The Peak",9070,
45,Tuen Mun,"King Lai House, Shan King Estate",9071,
46,Kwai Tsing,Dorsett Tsuen Wan Hong Kong,9072,
47,Tuen Mun,"Civic House, Affluence Garden",9073,
48,Islands,Hong Kong SkyCity Marriott Hotel,9074,
49,Sai Kung,Ho Chung Village,9076,
50,Tsuen Wan,Tsuen Lok Building,9077,
51,Yuen Long,Kam Fai Building,9079,
