,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Tai Po,"Hing Wo House, Po Nga Court",5382,
1,Sha Tin,"Golden Comfort Court, Phase 2, Golden Lion Garden",5384,
2,Islands,"Tower 3, the Visionary",5388,
3,Islands,"Tower 3, the Visionary",5389,
4,Islands,"Tower 3, the Visionary",5390,
5,Kwai Tsing,"Block 9, Kwai Shing West Estate",5391,
6,Islands,Hong Kong Skycity Marriott Hotel,5393,
7,Islands,Headland Hotel,5396,
8,Tuen Mun,Ming Wai Building,5398,
9,Tsuen Wan,"Tower 7, Parc City",5399,
10,Kowloon City,"Tower 1, The Metropolis Residence",5405,
11,Yau Tsim Mong,The Kimberley Hotel,5408,
12,Sham Shui Po,"Hoi Fai House, Hoi Lai Estate",5409,
13,Yuen Long,Pok Wai Tsuen,5417,
14,Sha Tin,"Block 6, Jubilee Garden",5418,
15,Central & Western,"Tsui King Court, 18 Water Street",5419,
16,North,On Shing Court,5420,
17,Central & Western,One Eight One Hotel & Serviced Residences,5421,
18,Islands,Hong Kong SkyCity Marriott Hotel,5425,
19,Wan Chai,Crowne Plaza Hong Kong Causeway Bay,5426,
20,Tsuen Wan,"Block 8, Hong Kong Garden",5427,
21,Wan Chai,Renaissance Harbour View Hotel,5429,
22,Tai Po,"Block 18, Phase 5, Tai Po Centre",5432,
23,Yau Tsim Mong,Tak Fung Building,5433,
24,Eastern,"Tai Woo Mansion, Taikoo Shing",5435,
25,Sham Shui Po,"Hoi Fai House, Hoi Lai Estate",5436,
26,Yau Tsim Mong,Best Western Plus Hotel Kowloon,5437,
27,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5439,
28,Tai Po,"Kwong Yan House, Kwong Fuk Estate",5440,
29,Sha Tin,"Shing Wai House, Sun Tin Wai Estate",5446,
30,Southern,"Tower 9, Larvotto",5451,
31,Central & Western,Shama Hollywood Hong Kong,5454,
32,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5455,
33,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5456,
34,Tai Po,"Kwong Yan House, Kwong Fuk Estate",5457,
35,Southern,Ovolo Southside,5458,
36,Yau Tsim Mong,Tak Fung Building,5459,
37,Sai Kung,"Tower 6, Nan Fung Plaza",5463,
38,Islands,Hong Kong Skycity Marriott Hotel,5464,
39,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5465,
40,Yau Tsim Mong,Delta Hotel,5466,
41,Yau Tsim Mong,Travelodge Kowloon,5467,
42,Islands,Novotel Citygate Hong Kong,5468,
43,Islands,Headland Hotel,5469,
44,Yuen Long,"Tower 12, The Parcville",5470,
45,Eastern,Ramada Hong Kong Grand View,5471,
46,Kwai Tsing,"Block 6, Kwai Shing West Estate",5472,
47,Kwai Tsing,"Block 6, Kwai Shing West Estate",5474,
48,Yau Tsim Mong,Silka Seaview Hotel Hong Kong,5475,
49,Sha Tin,Courtyard By Marriott Hong Kong Sha Tin,5476,
50,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5477,
51,Yau Tsim Mong,"Dorsett Mongkok, Hong Kong",5478,
52,Sha Tin,"Yue Chak House, Yue Tin Court",5479,
53,Islands,Hong Kong Skycity Marriott Hotel,5482,
54,Islands,Hong Kong Skycity Marriott Hotel,5483,
55,Yau Tsim Mong,"Block 2, The Long Beach",5484,
56,Kwun Tong,"Dorsett Kwun Tong, Hong Kong",5486,
57,Wan Chai,"Victoria Heights, 43A Stubbs Road",5487,
58,Islands,"Tower 3, The Visionary",5488,
59,Sha Tin,"Yue Chak House, Yue Tin Court",5492,
