,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sha Tin,"Tower 2, Greenheight Villa",5107,
1,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5110,
2,Yau Tsim Mong,Lap Tak House,5110,
3,Kwai Tsing,"Wang Yung House, Cheung Wang Estate",5111,
4,Sha Tin,"Tower 2, Greenheight Villa",5112,
5,Islands,Hong Kong SkyCity Marriott Hotel,5113,
6,Yau Tsim Mong,Kimberley Hotel,5114,
7,Kwai Tsing,"Block 5, Rambler Crest",5122,
8,Yau Tsim Mong,Holly Mansion,5123,
9,Yau Tsim Mong,Stanford Hillview Hotel,5123,
10,Yau Tsim Mong,Lap Tak House,5124,
11,Yau Tsim Mong,Lap Tak House,5125,
12,Eastern,Wealthy Court,5126,
13,Yau Tsim Mong,The Kimberley Hotel,5130,
14,Yau Tsim Mong,Holly Mansion,5130,
15,Yau Tsim Mong,177A Portland Street,5131,
16,Wan Chai,Fasteem Mansion,5132,
17,Tuen Mun,"Block 15, Lung Mun Oasis",5133,
18,Kwun Tong,"Wing Mei House, Yau Chui Court",5135,
19,Yau Tsim Mong,"Block 3, Prosperous Garden",5136,
20,Tuen Mun,"Block 6, Po Tin Estate",5137,
21,Kwai Tsing,The Home Of Treasure,5140,
22,Yau Tsim Mong,The Royal Garden,5141,
23,Sai Kung,"Kin Ching House, Kin Ming Estate",5143,
24,Sai Kung,"Kin Ching House, Kin Ming Estate",5144,
25,Islands,Regal Airport Hotel Hong Kong,5145,
26,Wong Tai Sin,Hong Keung Court,5148,
27,Kwai Tsing,The Home Of Treasure,5149,
28,Sai Kung,"Kin Ching House, Kin Ming Estate",5150,
29,Kwai Tsing,The Home Of Treasure,5151,
30,Kwai Tsing,The Home Of Treasure,5152,
31,Kwai Tsing,The Home Of Treasure,5153,
32,Kwai Tsing,The Home Of Treasure,5154,
33,Kwai Tsing,The Home Of Treasure,5155,
34,Kwai Tsing,The Home Of Treasure,5156,
35,Kwai Tsing,The Home Of Treasure,5157,
36,Kwai Tsing,The Home Of Treasure,5158,
37,Kwai Tsing,The Home Of Treasure,5159,
38,Kwai Tsing,The Home Of Treasure,5160,
39,Eastern,"Block 6, Braemar Hill Mansions",5161,
40,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5163,
41,Tuen Mun,"Ting Lung House, On Ting Estate",5164,
42,Yau Tsim Mong,"Block 3, Prosperous Garden",5165,
43,Sham Shui Po,108 Ki Lung Street,5166,
44,Tai Po,"Block 15, Classical Gardens",5169,
45,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",5170,
46,Kwai Tsing,The Home Of Treasure,5174,
47,Sham Shui Po,Ming Tak Building,5175,
48,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5176,
49,Kwai Tsing,The Home Of Treasure,5179,
50,Kwai Tsing,The Home Of Treasure,5180,
51,Yau Tsim Mong,Ramada Hong Kong Grand,5182,
52,Eastern,M1 Hotel North Point,5183,
53,Kowloon City,Harbour Grand Kowloon,5184,
54,Kwai Tsing,The Home Of Treasure,5185,
55,Sham Shui Po,"Larkspur House, So Uk Estate",5186,
56,Kwai Tsing,The Home Of Treasure,5187,
57,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5189,
58,Sai Kung,"Tower 8R, Flora, Phase 2B, Le Prime, Lohas Park",5190,
59,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5191,
