,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Tsuen Wan,"Block D, Luk Yeung Sun Chuen",9869,
1,Sham Shui Po,260 Tai Nan Street,9872,
2,Tai Po,"Block 6, Parc Versailles",9875,
3,Kowloon City,"Block 4, Site 3 - Willow Mansions, Whampoa Garden",9876,
4,Yau Tsim Mong,35 Battery Street,9877,
5,Sha Tin,"Block 6, Villa Athena",9878,
6,Yau Tsim Mong,Cheung Hing Building,9879,
7,Sham Shui Po,95 Kweilin Street,9880,
8,Sai Kung,"Block 4, Hong Sing Garden",9881,
9,Eastern,"Yiu Fu House, Yiu Tung Estate",9882,
10,Sai Kung,"Block 3, The Grandiose",9883,
11,Kowloon City,Wah Lai Mansion,9884,
12,Central & Western,Grand City Hotel,9885,
13,Sai Kung,"Block 3, Verbena Heights",9886,
14,Eastern,"Block A, Sunway Gardens",9887,
15,Eastern,"Block 3, New Jade Garden",9888,
16,Kwun Tong,"Lai Tat House, On Tat Estate",9888,
17,Kwun Tong,"Block 7, Laguna City",9889,
18,Yau Tsim Mong,Bo Lun Building,9890,
19,Yuen Long,"Block M3, Yoho Midtown",9892,
20,Eastern,"Block A, Sunway Gardens",9893,
21,Yuen Long,"Block M3, Yoho Midtown",9894,
22,Yau Tsim Mong,816 Canton Road,9895,
23,Central & Western,Grand City Hotel,9897,
24,Islands,"Block 3, Seaview Crescent",9897,
25,Yau Tsim Mong,74 Portland Street,9898,
26,Yau Tsim Mong,74 Portland Street,9900,
27,Yau Tsim Mong,13 Pitt Street,9901,
28,Yau Tsim Mong,Tai On House,9902,
29,Yuen Long,"Tower 2,The Spectra",9903,
30,Eastern,Yuet Chui Court,9904,
31,Yau Tsim Mong,"Block A, Tsim Sha Tsui Mansion",9905,
32,Kowloon City,Tung Hei Court,9906,
33,Yau Tsim Mong,678 Shanghai Street,9907,
34,Tsuen Wan,"Toa Shue House, Lei Muk Shue Estate",9908,
35,Central & Western,155 Queen's Road West,9909,
36,Yau Tsim Mong,Kensington Plaza,9910,
37,Yau Tsim Mong,"Sheung On Elderly Home, Sheung On Mansion",9911,
38,Sai Kung,"Block 3, Verbena Heights",9912,
39,Yau Tsim Mong,Kensington Plaza,9913,
40,Yau Tsim Mong,"Block A, Shun Lee Building",9914,
41,Yau Tsim Mong,17 Pitt Street,9915,
42,Yuen Long,Healey Building,9916,
43,Tuen Mun,"Oi Lok House, Yau Oi Estate",9917,
44,Yau Tsim Mong,The Kimberley Hotel,9918,
45,Central & Western,Best Western Plus Hotel Hong Kong,9919,
46,Yau Tsim Mong,Grand House,9920,
47,Yau Tsim Mong,Kai Yee Court,9921,
48,Yuen Long,Hing Fat House,9922,
49,Yau Tsim Mong,264 Temple Street,9923,
50,Yau Tsim Mong,Kensington Plaza,9924,
51,Yau Tsim Mong,33C Portland Street,9925,
52,Yau Tsim Mong,Cheng Hong Building,9926,
53,Kwai Tsing,"Tak Yam House, On Yam Estate",9927,
54,Yau Tsim Mong,59A Public Square Street,9928,
55,Yau Tsim Mong,"Block 9, Metro Harbour View",9929,
56,Tsuen Wan,"Tower 4, Lido Garden",9930,
57,Yau Tsim Mong,Shun On Building,9931,
58,Kowloon City,"Yee Man House, Ho Man Tin Estate",9932,
59,Kowloon City,"Yee Man House, Ho Man Tin Estate",9933,
60,Yau Tsim Mong,Season Mansion,9934,
61,Yau Tsim Mong,Man Yiu Building,9935,
62,Kwun Tong,"Block 5, Laguna City",9937,
63,Kwun Tong,"Tsui Chung House, Tsui Ping (South) Estate",9939,
64,Kowloon City,Regal Oriental Hotel,9940,
65,Eastern,"Tower 4,Greenwood Terrace",9941,
66,Sha Tin,"Shing Wing House, Yue Shing Court",9942,
67,Sai Kung,"Sheung Chun House, Sheung Tak Estate",9944,
