,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sham Shui Po,258 Apliu Street,10401,
1,Wan Chai,"East Block, Miramar Villa",10402,
2,Yau Tsim Mong,"Block A, Fuk Wo Mansion",10403,
3,Sham Shui Po,83 Lai Chi Kok Road,10404,
4,Yuen Long,Pak Fa Tsuen,10405,
5,Tsuen Wan,"Toa Shue House, Lei Muk Shue Estate",10406,
6,Kowloon City,"Block D, Honour Building",10415,
7,Kowloon City,"Ka Yee Lau, Ka Wai Chuen",10417,
8,Yuen Long,Lucky Mansion,10418,
9,Wong Tai Sin,"Kai Sin House, Upper Wong Tai Sin Estate",10419,
10,Eastern,"Tak Shou House, Walton Estate",10420,
11,Tsuen Wan,"Block R, Luk Yeung Sun Chuen",10422,
12,Sham Shui Po,74 Tai Nan Street,10424,
13,Yuen Long,"Yan Chak House, Tin Yan Estate",10425,
14,Kowloon City,iclub Ma Tau Wai Hotel,10426,
15,Yuen Long,"Tower 1, Kui Fat Building",10427,
16,Yuen Long,"Heng Lok House, Tin Heng Estate",10428,
17,Yau Tsim Mong,Man Yuen Building,10429,
18,Kwun Tong,"Block 1, Laguna City",10430,
19,Kowloon City,"Yee Man House, Ho Man Tin Estate",10431,
20,Yau Tsim Mong,159 Reclamation Street,10435,
21,Yau Tsim Mong,Minden Apartments,10436,
22,Tsuen Wan,"Block R, Luk Yeung Sun Chuen",10437,
23,Tsuen Wan,"Block R, Luk Yeung Sun Chuen",10438,
24,Kwun Tong,"Ping Shing House, Ping Tin Estate",10439,
25,Yau Tsim Mong,"Block B, Prat Mansions",10440,
26,Kowloon City,"Ka Lim Lau, Ka Wai Chuen",10441,
27,Yau Tsim Mong,Man Yuen Building,10442,
28,Kowloon City,Gillies Mansion,10443,
29,Wong Tai Sin,"Choi Yip House, Choi Fai Estate",10444,
30,Kwun Tong,"Chin Wah House, Lok Wah South Estate",10445,
31,Kowloon City,Po Yuen Mansion,10446,
32,Yuen Long,Strong Sing Garden,10447,
33,Yuen Long,Strong Sing Garden,10448,
34,Kwun Tong,"Chin Wah House, Lok Wah South Estate",10449,
35,Yau Tsim Mong,167 Temple Street,10450,
36,Southern,Le Palais,10451,
37,Tuen Mun,"Tower 1, Goodview Garden",10452,
38,Yau Tsim Mong,Man Wai Building,10453,
39,Sham Shui Po,"Tsuen Shek House, 95-99 Cheung Sha Wan Road",10454,
40,Yau Tsim Mong,Majestic House,10455,
41,Kowloon City,"Block A, Loong King Mansion",10456,
42,Kowloon City,"Block A, Loong King Mansion",10457,
43,Kowloon City,Cheung Wan Building,10462,
44,Yuen Long,"Heng Lok House, Tin Heng Estate",10463,
45,Kwun Tong,"Chin Wah House, Lok Wah South Estate",10464,
46,Kowloon City,"Block 3, Harbourview Horizon Suites",10465,
47,Central & Western,"Tower 1, 63 Pok Fu Lam Road",10466,
48,Kowloon City,"Block 3, Harbourview Horizon Suites",10467,
49,Yau Tsim Mong,66-66A Parkes Street,10468,
50,Yau Tsim Mong,66-66A Parkes Street,10469,
51,Kowloon City,"Block 3, Harbourview Horizon Suites",10470,
52,Kowloon City,"Ka Yee Lau, Ka Wai Chuen",10472,
53,Kowloon City,"Ka Lei Lau, Ka Wai Chuen",10473,
54,Kowloon City,"Ka Yee Lau, Ka Wai Chuen",10474,
55,Kowloon City,"Tun Man House, Oi Man Estate",10475,
56,Kowloon City,"Ka Lei Lau, Ka Wai Chuen",10476,
57,Yau Tsim Mong,Majestic House,10477,
58,Kowloon City,"Tower 19, Laguna Verde",10479,
59,Eastern,Wiseman Building,10480,
60,Central & Western,Sing Fai Building,10481,
61,Kowloon City,"Yat Man House, Ho Man Tin Estate",10482,
62,Tsuen Wan,"Block R, Luk Yeung Sun Chuen",10483,
63,Tsuen Wan,"Block R, Luk Yeung Sun Chuen",10484,
64,Wong Tai Sin,"Chun Sing House, Tin Ma Court",10485,
65,Wong Tai Sin,"Kai Sin House, Upper Wong Tai Sin Estate",10486,
66,Yau Tsim Mong,Ramada Hong Kong Grand,10487,
67,Eastern,"May Wah House, Hing Wah (I) Estate",10488,
68,Central & Western,Yue Yee Mansion,10489,
69,Central & Western,Yue Yee Mansion,10490,
70,Wan Chai,The Emperor Hotel,10490,
71,Sha Tin,"Yiu Wo House, Yiu On Estate",10492,
72,Yau Tsim Mong,24 Cheong Lok Street,10493,
73,Kwai Tsing,"Kwai Foon House, Kwai Fong Estate",10494,
74,Yau Tsim Mong,24 Cheong Lok Street,10495,
75,Islands,Hong Kong SkyCity Marriott Hotel,10497,
76,Yau Tsim Mong,Man Wai Building,10498,
77,Yau Tsim Mong,74 Tai Nan Street,10499,
78,Yuen Long,"Yan Chak House, Tin Yan Estate",10500,
79,Yuen Long,"Yan Chak House, Tin Yan Estate",10501,
80,Yuen Long,Strong Sing Garden,10502,
81,Sham Shui Po,"Nam Ming House, Nam Shan Estate",10503,
82,Sai Kung,"Block 9, Beverly Garden",10504,
83,Kowloon City,31 Winslow Street,10505,
84,Yuen Long,Tong Tau Po Tsuen,10506,
85,Tuen Mun,"Block 3, Oi Fai House, Yau Oi Estate",10507,
86,Wong Tai Sin,"Choi Yip House, Choi Fai Estate",10508,
87,Wong Tai Sin,"Choi Yip House, Choi Fai Estate",10509,
88,Wong Tai Sin,"Choi Yip House, Choi Fai Estate",10510,
89,Southern,Le Palais,10512,
90,Wan Chai,8 Stone Nullah Lane,10513,
91,Kowloon City,Fu Yip Building,10514,
92,Kowloon City,Fu Yip Building,10515,
93,Kowloon City,"Tower 19, Laguna Verde",10516,
94,Wan Chai,"Block 1, Lei Wen Court",10517,
95,Wan Chai,8 Stone Nullah Lane,10520,
96,Sha Tin,"Block B, Lee Shau Kee Complex, The Hang Seng University of Hong Kong",10521,
97,Yau Tsim Mong,"Mandarin Court, 647-651 Shanghai Street",10522,
98,Yau Tsim Mong,24 Cheong Lok Street,10523,
99,Yau Tsim Mong,159 Reclamation Street,10524,
100,Yau Tsim Mong,9 Tung Choi Street,10525,
101,Central & Western,Carbo Mansion,10526,
102,Eastern,"Block E, Sky Scraper",10527,
103,Islands,"Ping Yat House, Yat Tung Estate",10528,
104,Eastern,"Block E, Sky Scraper",10529,
105,Southern,"Tower 21, Mei Chun Court, South Horizons",10530,
106,North,Po Sheung Tsuen,10531,
107,Islands,Hong Kong SkyCity Marriott Hotel,10533,
108,Sai Kung,"Block 4, Serenity Place",10534,
109,Sham Shui Po,"The Salvation Army Nam Shan Residence for Senior Citizens, Nam Shan Estate",10535,
110,Yau Tsim Mong,Man Ying Building,10536,
111,Kowloon City,Fu Yip Building,10537,
112,Kowloon City,Sung Oi Building,10538,
113,Central & Western,Carbo Mansion,10539,
114,Yuen Long,"Block 12, Kenswood Court",10540,
115,Yuen Long,"Block 1, Kenswood Court",10540,
116,Tuen Mun,"Block 3, Yuet Wu Villa",10541,
117,Sai Kung,"Block 4, Serenity Place",10543,
118,Sai Kung,"Wo Yat House, Wo Ming Court",10544,
119,Tai Po,Koon Nam House,10545,
120,Yuen Long,San Wai Tsuen,10546,
121,Yau Tsim Mong,14-16 Kimberley Street,10547,
122,Yau Tsim Mong,42-44 Temple Street,10548,
123,Yuen Long,San Wai Tsuen,10549,
124,Yuen Long,Wang Fung Building,10550,
125,Sha Tin,"Heng Kong House, Heng On Estate",10551,
126,Wan Chai,"Dorsett Wanchai, Hong Kong",10553,
127,Yau Tsim Mong,Austin Mansion,10554,
128,Sai Kung,"Wo Cheong House, Wo Ming Court",10557,
129,Kowloon City,Fu Yip Building,10558,
130,Yau Tsim Mong,42 Temple Street,10559,
131,Central & Western,Carbo Mansion,10561,
132,Yau Tsim Mong,42 Temple Street,10562,
133,Yau Tsim Mong,Man Ying Building,10563,
134,Tuen Mun,"Yin Tai House, Fu Tai Estate",10564,
135,Islands,Hong Kong SkyCity Marriott Hotel,10565,
136,Kowloon City,"Rose House, Ma Tau Wai Estate",10566,
137,Kowloon City,"Ming Fai House, Kwun Fai Court",10567,
138,Sai Kung,"Block 4, Serenity Place",10568,
139,Wong Tai Sin,"Pentahotel Hong Kong, Kowloon",10569,
140,Central & Western,Carbo Mansion,10570,
141,Central & Western,Carbo Mansion,10571,
142,Tuen Mun,"Tower 1, Goodview Garden",10573,
143,Tai Po,Wing Wo Building,10574,
144,Yau Tsim Mong,14-16 Kimberley Street,10575,
145,Yau Tsim Mong,Man Ying Building,10576,
146,Kowloon City,Wah Fat Building,10578,
147,Yau Tsim Mong,14-16 Kimberley Street,10579,
148,Yuen Long,"Block B, Fu Loy Garden",10580,
149,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",10581,
150,Tuen Mun,"Tower 9, Hong Kong Gold Coast",10582,
151,Yau Tsim Mong,Ka Po House,10583,
152,Yau Tsim Mong,Lei Ying Building,10584,
