,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,"Lai Tat House, On Tat Estate",Kwun Tong,1289,
1,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1291,
2,"Tak Wo House, Wo Che Estate",Sha Tin,1292,
3,"Mei Wo House, Wo Che Estate",Sha Tin,1293,
4,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1294,
5,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1295,
6,Siu Lung Court,Tuen Mun,1296,
7,"Cherry Mansion, 39A Oak Street",Yau Tsim Mong,1297,
8,Block 3 Hampton Place,Yau Tsim Mong,1297,
9,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1298,
10,Dorsett Tsuen Wan,Kwai Tsing,1299,
11,Dorsett Tsuen Wan,Kwai Tsing,1300,
12,"Lai Yuen House, Chuk Yuen South Estate",Wong Tai Sin,1301,
13,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1302,
14,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1304,
15,"Yuk Shek House, Ping Shek Estate",Kwun Tong,1305,
16,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1306,
17,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1307,
18,Dorsett Tsuen Wan,Kwai Tsing,1309,
19,5 Tsz Wah Lane,Wong Tai Sin,1310,
20,Manning Theatre Building,Wong Tai Sin,1311,
21,"Block A, Gomme House",Wong Tai Sin,1312,
22,"Block 1, Bayview Garden",Tsuen Wan,1313,
23,"Hoi Wen House , Hoi Fu Court",Yau Tsim Mong,1314,
24,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1315,
25,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1316,
26,"Block 10, Kwai Shing West Estate",Kwai Tsing,1317,
27,"Tower 3, the Leighton Hill",Wan Chai,1319,
28,Panda Hotel,Tsuen Wan,1320,
29,"Choi Foon House, Choi Fook Estate",Kwun Tong,1321,
30,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1322,
31,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1323,
32,"Kwai Hei House, Kwai Fong Estate",Kwai Tsing,1324,
33,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1325,
34,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1326,
35,"On Chung House, Shun On Estate",Kwun Tong,1329,
36,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1331,
37,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1332,
38,"La Rossa A, Coastal Skyline",Islands,1333,
39,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1334,
40,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1335,
41,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1336,
42,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1337,
43,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1338,
44,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1339,
45,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1340,
46,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1341,
47,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1342,
48,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1343,
