,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Manning Theatre Building,Wong Tai Sin,1407,
1,"Block A, Gomme House",Wong Tai Sin,1408,
2,"Tak Wo House, Wo Che Estate",Sha Tin,1409,
3,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,1410,
4,"Hung Shek House, Ping Shek Estate",Kwun Tong,1414,
5,"Wah Yuen House, Chuk Yuen South Estate",Wong Tai Sin,1415,
6,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1416,
7,Sheraton Hong Kong Hotel & Towers,Yau Tsim Mong,1419,
8,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1424,
9,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1425,
10,Ling Nam Building,Kowloon City,1426,
11,"Block 7, Lung Mun Oasis",Tuen Mun,1427,
12,Orion Court,Yuen Long,1428,
13,"Tower 3, The Wings Phase 1",Sai Kung,1429,
14,Manning Theatre Building,Wong Tai Sin,1430,
15,"Block 10, Locwood Court, Kingswood Villas",Yuen Long,1431,
16,"Wu Kwong House, Wu King Estate",Tuen Mun,1432,
17,"Tower 8, Tseung Kwan O Plaza",Sai Kung,1433,
18,183 Tai Nam Street,Sham Shui Po,1434,
19,"Cheong Yin House, Nam Cheong Estate",Sham Shui Po,1435,
20,"Luen Yuet House, Kwai Luen Estate",Kwai Tsing,1436,
21,"Tower 8, Tseung Kwan O Plaza",Sai Kung,1437,
22,Tong Kung Leng,North,1438,
23,"Block A, Wang Hong House, Hong Wah Court",Kwun Tong,1439,
24,"Oi Chung House, Tsz Oi Court",Wong Tai Sin,1440,
25,"Block 2, Po Tin Interim Housing",Tuen Mun,1442,
26,"Po Kan House, Po Lam Estate",Sai Kung,1443,
27,"Ching On House, Tsz Ching Estate",Wong Tai Sin,1444,
28,"Ching On House, Tsz Ching Estate",Wong Tai Sin,1445,
29,"Block 1, Bayview Garden",Tsuen Wan,1446,
30,"Block 15, Braemar Hill Mansions",Eastern,1447,
31,"Tower 3, the Leighton Hill",Wan Chai,1448,
32,"Tan Fung House, Choi Hung Estate",Wong Tai Sin,1449,
33,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1450,
34,"Block 1, Serenity Place",Sai Kung,1453,
35,"Lok King House, Lai King Estate",Kwai Tsing,1454,
36,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1455,
37,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1456,
38,"Tak Sui House, Tak Long Estate",Kowloon City,1457,
39,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1458,
40,"On Chung House, Shun On Estate",Kwun Tong,1463,
41,"Yu Kui House, Yu Chui Court",Sha Tin,1464,
42,"Tower 8, Tseung Kwan O Plaza",Sai Kung,1465,
43,"Tower 8, Tseung Kwan O Plaza",Sai Kung,1466,
44,"Chui King House, Choi Hung Estate",Wong Tai Sin,1467,
45,"Chui King House, Choi Hung Estate",Wong Tai Sin,1468,
46,Dorsett Kwun Tong,Kwun Tong,1469,
47,"Tower 3, the Leighton Hill",Wan Chai,1470,
48,Aquamarine Garden,Tuen Mun,1471,
49,Berwick Mansion,Sham Shui Po,1472,
50,"Kam Chun House, Tung Chun Court",Eastern,1474,
51,"Block A, Clague Garden Estate",Tsuen Wan,1475,
52,"Man Kin House, Tsz Man Estate",Wong Tai Sin,1477,
53,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,1478,
54,"Po Hong House, Po Lai Court",Sham Shui Po,1479,
55,"Yin Ming House, Chung Ming Court",Sai Kung,1480,
56,"Lai Pak House, Lai Tsui Court",Sham Shui Po,1481,
57,Orion Court,Yuen Long,1482,
58,Manley House,Yau Tsim Mong,1483,
59,"Kai Lok House, Kai Yip Estate",Kwun Tong,1484,
60,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1487,
61,"Block 7, Lung Mun Oasis",Tuen Mun,1490,
62,"Fung Hei House, Fung Lai Court",Wong Tai Sin,1491,
