,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Pollock Building,Yau Tsim Mong,2642,
1,"Hong Kin House, Tsz Hong Estate",Wong Tai Sin,2715,
2,"Wing Lok House, Fuk Loi Estate",Tsuen Wan,2772,
3,Novotel Citygate Hong Kong,Islands,2780,
4,"Block 4, Rhythm Garden",Wong Tai Sin,2782,
5,"Tower 2, The Astrid",Kowloon City,2783,
6,"Tai Sang House, Kin Sang Estate",Tuen Mun,2784,
7,"Tai Sang House, Kin Sang Estate",Tuen Mun,2785,
8,"Tak Yin House, Tak Keung Court",Wong Tai Sin,2786,
9,"Fu Shan Mansion, Kao Shan Terrance",Eastern,2787,
10,"Yiu Fook House, Yiu Tung Estate",Eastern,2788,
11,"Mei Fung House, Mei Lam Estate",Sha Tin,2789,
12,"Hing Fung House, Hing Tung Estate",Eastern,2790,
13,Sheung Yeung,Sai Kung,2791,
14,"Block 13, Tsui Chuk Garden",Wong Tai Sin,2792,
15,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2793,
16,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2794,
17,"Tai Kung Building, Cosmopolitan Estates",Yau Tsim Mong,2795,
18,"Tower 2, Wing Fok Centre",North,2796,
19,"Hong Sau House, Tsz Hong Estate",Wong Tai Sin,2797,
20,"Block D, Telford Gardens",Kwun Tong,2798,
21,Man Wo Garden Mansion,Kwun Tong,2799,
22,Man Wo Garden Mansion,Kwun Tong,2800,
23,Tui Min Hoi Tsuen,Sai Kung,2801,
24,Tui Min Hoi Tsuen,Sai Kung,2802,
25,"Chung Yuen House, Chuk Yuen North Estate",Wong Tai Sin,2803,
26,"Chung Yuen House, Chuk Yuen North Estate",Wong Tai Sin,2804,
27,Dorsett Tsuen Wan,Kwai Tsing,2805,
28,"Chak Sing House, Tin Chak Estate",Yuen Long,2806,
29,"Tsui Chung House, Tsui Ping (South) Estate",Kwun Tong,2807,
30,"Toa Yuen House, Chuk Yuen North Estate",Wong Tai Sin,2808,
31,"Block 2, Yau Tong Centre",Kwun Tong,2809,
32,"Lee Tsui House, Wan Tsui Estate",Eastern,2810,
33,"Tower 7, Phase 1,Ultima",Kowloon City,2811,
34,"Kai Shing House, Kai Yip Estate",Kwun Tong,2812,
35,"Block 4, Fu Ning Garden",Sai Kung,2813,
36,"Poyang Mansion, Tsui Woo Terrace, Taikoo Shing",Eastern,2814,
37,Kak Tin Village Kung Miu,Sha Tin,2815,
38,"Tower 3, Granville Garden",Sha Tin,2816,
39,"Tower 3, Granville Garden",Sha Tin,2817,
40,"Kam Kwai House, Kam Fung Court",Sha Tin,2818,
41,"Block1, Po Tin Estate",Tuen Mun,2819,
42,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2820,
43,"Chung Yuen House, Chuk Yuen North Estate",Wong Tai Sin,2821,
44,"Hoi Ming Mansion, Riviera Gardens",Tsuen Wan,2822,
45,B.P. International,Yau Tsim Mong,2823,
46,"Tung Ma House, Fu Tung Estate",Islands,2823,
47,"Hin Tsui House, Kai Tsui Court",Eastern,2824,
48,"Tung On House, Lei Tung Estate",Southern,2825,
49,IPLACE,Kwai Tsing,2827,
50,"On Yan House, Tsz On Court",Wong Tai Sin,2828,
51,"Yat Mei House, Yau Chui Court",Kwun Tong,2829,
52,"Kai Shing House, Kai Yip Estate",Kwun Tong,2830,
53,"Ching Wu House, Yuk Po Court",North,2831,
54,"Chun Mau House, Ko Chun Court",Kwun Tong,2832,
55,"Po Chui House, Po Pui Court",Kwun Tong,2833,
56,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,2834,
57,"Oi Yan House, Tsz Oi Court",Wong Tai Sin,2835,
58,"Oi Yan House, Tsz Oi Court",Wong Tai Sin,2836,
59,"Block 5, Rhythm Garden",Wong Tai Sin,2837,
60,On Foo Building,Tsuen Wan,2838,
61,"Wing Tong House, Yau Tong Estate",Kwun Tong,2839,
62,"Tsui Mei House, Tsui Ping (North) Estate",Kwun Tong,2840,
63,"Oi Ming House, Yau Oi Estate",Tuen Mun,2841,
64,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2842,
65,"Block 40, Genuine Court",Yuen Long,2843,
66,"Chiu Sin House, Upper Wong Tai Sin Estate",Wong Tai Sin,2844,
67,"Nga Yee House, Lok Nga Court",Kwun Tong,2845,
68,"On Kwai House, Kwai Fuk Court",Kwai Tsing,2846,
69,"Yan Man House, Ho Man Tin Estate",Kowloon City,2847,
70,"Fu Shan Mansion, Kao Shan Terrance",Eastern,2848,
71,"Po Chui House, Po Pui Court",Kwun Tong,2849,
72,"Kai Shing House, Kai Yip Estate",Kwun Tong,2850,
73,"Ming Kok House, Ming Tak Estate",Sai Kung,2851,
74,"Tower 6, Le Prestige, LOHAS Park",Sai Kung,2852,
75,"Choi Leung House, Choi Tak Estate",Kwun Tong,2853,
76,"Heng Cheong House, Fu Heng Estate",Tai Po,2854,
77,Gardenview Heights,Wan Chai,2855,
78,"On Yan House, Tsz On Court",Wong Tai Sin,2856,
79,Hennessy Apartments,Wan Chai,2857,
80,Lok Moon Building,Wan Chai,2858,
81,Tsung Pak Long,North,2859,
82,Tsung Pak Long,North,2860,
83,Tsung Pak Long,North,2861,
84,"Ching Hei House, Tin Ching Estate",Yuen Long,2862,
85,"Block 6, Uptown Plaza",Tai Po,2863,
86,"Heng Yuet House, Heng On Estate",Sha Tin,2864,
87,IPLACE,Kwai Tsing,2865,
88,"Hoi Lung Court, Aberdeen Centre",Southern,2866,
89,Ka Shun Court,Sha Tin,2868,
90,Lai Chi Shan Village,Tai Po,2870,
91,Lai Chi Shan Village,Tai Po,2871,
92,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,2873,
93,"Hung Shing House, Hung Fuk Estate",Yuen Long,2875,
94,Full View Factory Building,Yau Tsim Mong,2876,
95,"Luen Yat House, Kwai Luen Estate",Kwai Tsing,2877,
96,"Tower South, Chelsea Court",Tsuen Wan,2878,
97,O' Hotel,Kowloon City,2879,
98,Silka Seaview Hotel Hong Kong,Yau Tsim Mong,2880,
99,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,2881,
100,Yan Oi Building,Wong Tai Sin,2882,
101,"Kwai Hei House, Kwai Fong Estate",Kwai Tsing,2883,
102,"Ching Tak House, Tsz Ching Estate",Wong Tai Sin,2884,
103,"Block 11, Charming Garden",Yau Tsim Mong,2886,
104,"Lam Shek House, Ping Shek Estate",Kwun Tong,2888,
105,"Block 7, Hanford Garden",Tuen Mun,2889,
106,"Lai Yuen House, Chuk Yuen South Estate",Wong Tai Sin,2890,
107,66 Sheung Fung Street,Wong Tai Sin,2891,
108,"Ming Kok House, Ming Tak Estate",Sai Kung,2893,
109,"Tower D, Fortress Metro Tower",Eastern,2894,
110,Yuen Kong Tsuen,Yuen Long,2895,
111,"Man Yue House, Tsz Man Estate",Wong Tai Sin,2896,
112,"Pik Hoi House, Choi Hung Estate",Wong Tai Sin,2897,
113,"Hei Lai House, Wah Lai Estate",Kwai Tsing,2898,
114,Tai Yuen House,Sham Shui Po,2899,
115,"Wai Man House, Oi Man Estate",Kowloon City,2900,
116,Wing Sing Building,Yau Tsim Mong,2901,
117,"Sau Wo House, Sau Mau Ping Estate",Kwun Tong,2902,
118,"Lok Hop House, Tsz Lok Estate",Wong Tai Sin,2903,
119,Wing Sing Building,Yau Tsim Mong,2904,
120,Hong Lok House,Yau Tsim Mong,2905,
121,"Lung To Court, United Building",Kowloon City,2906,
122,Fu Lok Building,Wan Chai,2907,
123,"Tower 1, The Orchards",Eastern,2908,
124,"Choi Lok House, Choi Fook Estate",Kwun Tong,2909,
125,"Ching Chung House, Cheung Ching Estate",Kwai Tsing,2910,
126,"Tower 1, The Orchards",Eastern,2911,
127,Fanling Wai,North,2912,
128,"Ching Wu House, Yuk Po Court",North,2913,
129,Hing Tat Mansion,Kwun Tong,2914,
130,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,2915,
131,"Tsui Shan House, Cheung Shan Estate",Tsuen Wan,2917,
132,"Fu Kwai House, Tai Wo Hau Estate",Kwai Tsing,2918,
133,"Hoi Yat Mansion, Riviera Gardens",Tsuen Wan,2919,
134,"Lok Moon House, Tsz Lok Estate",Wong Tai Sin,2920,
135,"Block 2, Tropicana Gardens",Wong Tai Sin,2921,
136,"Gladiolus House, So Uk Estate",Sham Shui Po,2922,
137,"Block 13, Pak Tin Estate",Sham Shui Po,2923,
138,"Block A, Hung Yu Mansion",Sham Shui Po,2924,
139,"Block A, Hung Yu Mansion",Sham Shui Po,2925,
140,"Block 5, Heng Fa Chuen",Eastern,2927,
141,IPLACE,Kwai Tsing,2928,
142,"Wah Tai House, Wah Fu (II) Estate",Southern,2929,
143,"Yung Yat House, Yat Tung Estate",Islands,2932,
144,"Lai Ching House, Lai On Estate",Sham Shui Po,2933,
145,"Wo Tin House, Shatin Pass Estate",Wong Tai Sin,2934,
146,"Tower 1A, Upper East",Kowloon City,2935,
147,"Man Yue House, Tsz Man Estate",Wong Tai Sin,2936,
148,"Man Yue House, Tsz Man Estate",Wong Tai Sin,2937,
149,Wong Ka Wai,Tuen Mun,2938,
150,"Hing Wai House, Tai Hing Estate",Tuen Mun,2939,
151,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2940,
152,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2941,
153,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2942,
154,"Tin Lok House, Tin King Estate",Tuen Mun,2943,
155,"Block 1, Heng Fa Chuen",Eastern,2944,
156,Hennessy Apartments,Wan Chai,2945,
157,"Tower 6, Le Prime, LOHAS Park",Sai Kung,2946,
158,"Tat Yi House, Po Tat Estate",Kwun Tong,2947,
159,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,2948,
160,"Hong Shue House, Lei Muk Shue Estate",Tsuen Wan,2949,
161,"Chung Mei, Sok Kwu Wan",Islands,2950,
162,"Po Shan House, Po Pui Court",Kwun Tong,2951,
163,"Hin Hing House, Hin Keng Estate",Sha Tin,2952,
164,"Tower 3, Tseung Kwan O Plaza",Sai Kung,2953,
