,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Grand Austin Block 2,Yau Tsim Mong,1276,
1,The Royal Oaks,North,1276,
2,Fook Cheung Building,Yau Tsim Mong,1283,
3,Dorsett Tsuen Wan,Kwai Tsing,9 cases notified by the Mainland authority,
4,"Lai Tat House, On Tat Estate",Kwun Tong,1289,
5,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1291,
6,"Tak Wo House, Wo Che Estate",Sha Tin,1292,
7,"Mei Wo House, Wo Che Estate",Sha Tin,1293,
8,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,1294,
9,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1295,
10,Siu Lung Court,Tuen Mun,1296,
11,"Cherry Mansion, 39A Oak Street",Yau Tsim Mong,1297,
12,Block 3 Hampton Place,Yau Tsim Mong,1297,
13,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1298,
14,Dorsett Tsuen Wan,Kwai Tsing,1299,
15,Dorsett Tsuen Wan,Kwai Tsing,1300,
16,"Lai Yuen House, Chuk Yuen South Estate",Wong Tai Sin,1301,
17,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1302,
18,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1304,
19,"Yuk Shek House, Ping Shek Estate",Kwun Tong,1305,
20,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1306,
21,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1307,
22,Dorsett Tsuen Wan,Kwai Tsing,1309,
23,5 Tsz Wah Lane,Wong Tai Sin,1310,
24,Manning Theatre Building,Wong Tai Sin,1311,
25,"Block A, Gomme House",Wong Tai Sin,1312,
26,"Block 1, Bayview Garden",Tsuen Wan,1313,
27,"Hoi Wen House , Hoi Fu Court",Yau Tsim Mong,1314,
28,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1315,
29,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1316,
30,"Block 10, Kwai Shing West Estate",Kwai Tsing,1317,
31,"Tower 3, the Leighton Hill",Wan Chai,1319,
32,Panda Hotel,Tsuen Wan,1320,
33,"Choi Foon House, Choi Fook Estate",Kwun Tong,1321,
34,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1322,
35,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1323,
36,"Kwai Hei House, Kwai Fong Estate",Kwai Tsing,1324,
37,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1325,
38,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1326,
39,"On Chung House, Shun On Estate",Kwun Tong,1329,
40,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1331,
41,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1332,
42,"La Rossa A, Coastal Skyline",Islands,1333,
43,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1334,
44,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1335,
45,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1336,
46,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1337,
47,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1338,
48,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1339,
49,"No. 6, 8, 10, 12 Po Ming Lane & No. 11 Po Wai Lane",Wong Tai Sin,1340,
