,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Yuen Long,"Yiu Chak House, Tin Yiu Estate",4365,
1,Yuen Long,Tai Yuen Villa,4366,
2,Tai Po,"Ng Tung Chai, Lam Tsuen",4368,
3,Kwun Tong,"Tsui Ying House, Tsui Ping (South) Estate",4369,
4,Sai Kung,"Po Kan House, Po Lam Estate",4370,
5,Sham Shui Po,"Block 2, Prince Centre",4371,
6,Kwun Tong,"Tsui Ying House, Tsui Ping (South) Estate",4372,
7,Tuen Mun,"High Block, King Fu House, Shan King Estate",4373,
8,Tuen Mun,Chung Uk Tsuen,4374,
9,Tuen Mun,"Hei Tin House, Yan Tin Estate",4375,
10,Sha Tin,"Tower 1, Marbella",4376,
11,Kowloon City,"Tower 3, The Astoria",4377,
12,Kwun Tong,"Tsui Ying House, Tsui Ping (South) Estate",4378,
13,Eastern,Fu Shing Court,4379,
14,Tuen Mun,"Yan Tai House, Fu Tai Estate",4380,
15,Tuen Mun,"Low Block, Wu Yuet House, Wu King Estate",4381,
16,Tai Po,Nga Yiu Tau,4382,
17,Kowloon City,"Kin Man House, Oi Man Estate",4383,
18,Tuen Mun,"Kin Tai House, Fu Tai Estate",4384,
19,Central & Western,Tung Hing Mansion,4385,
20,Kwun Tong,"Tat Fu House, Po Tat Estate",4386,
21,Kwun Tong,"Hiu Yat House, Hiu Lai Court",4387,
22,Eastern,Wah Shing Mansion,4388,
23,Kwai Tsing,"Fu Wing House, Tai Wo Hau Estate",4389,
24,Kowloon City,"Lok Fung Lau, Lok Man Sun Chuen",4390,
25,Kwun Tong,"Ping Chun House, Ping Tin Estate",4391,
26,Sha Tin,"Mei Chi House, Mei Tin Estate",4393,
27,Sham Shui Po,"Block 2, Prince Centre",4394,
28,Eastern,"Block 3, Harmony Garden",4395,
29,North,Century Court,4396,
30,Wong Tai Sin,"Pak Yuen House, Chuk Yuen North Estate",4397,
31,Kwun Tong,"Tin Yiu House, Shun Tin Estate",4398,
32,Wong Tai Sin,"Lok On House, Tsz Lok Estate",4399,
33,Wong Tai Sin,"Lok On House, Tsz Lok Estate",4400,
34,Wan Chai,Haven Court,4401,
35,Wan Chai,27 Queen's Road East,4402,
36,Kowloon City,"Block 3, Chung Nam Mansion",4403,
37,Sha Tin,"Tower 4, Man Lai Court",4404,
38,Sha Tin,"Kam Lan House, Kam Fung Court",4404,
39,Yau Tsim Mong,Novotel Nathan Road Kowloon Hong Kong,4405,
40,Yau Tsim Mong,Novotel Nathan Road Kowloon Hong Kong,4406,
41,Yau Tsim Mong,The Luxe Manor,4407,
42,Sham Shui Po,"Cheung Tai House, Cheung Sha Wan Estate",4409,
43,Kwun Tong,"Sau Tak House, Sau Mau Ping South Estate",4410,
44,Sha Tin,"Fung Shek House, Shek Mun Estate",4411,
45,Tuen Mun,"Tin Yue House, Tin King Estate",4412,
46,Tsuen Wan,Indi home,4413,
47,Kwai Tsing,Kwai Chung Container Terminal,4414,
48,Islands,Pak Lee Villa,4415,
49,Southern,"Pik Long House, Shek Pai Wan Estate",4416,
50,Tuen Mun,"Wing Lun House, Siu Lun Court",4417,
51,Kwai Tsing,Kwai Chung Container Terminal,4418,
52,Kowloon City,99 Maidstone Road,4419,
53,Kwai Tsing,Kwai Chung Container Terminal,4420,
54,Tuen Mun,"Block 12, Yuet Wu Villa",4421,
55,North,Ho Sheung Heung,4422,
56,North,Ho Sheung Heung,4423,
57,Tai Po,"Sun Wo House, Tai Wo Estate",4424,
58,Kowloon City,"Ka Lei Lau, Ka Wai Chuen",4425,
59,Yuen Long,"Hor Ping House, Long Ping Estate",4426,
60,Eastern,Continental Mansion,4427,
61,Wong Tai Sin,"Hong Kin House, Tsz Hong Estate",4428,
62,Sha Tin,"Golden Healthy Court, Phase 1, Golden Lion Garden",4429,
63,Tuen Mun,"Tin Yue House, Tin King Estate",4430,
64,Tuen Mun,"Tin Yue House, Tin King Estate",4431,
65,Yuen Long,"Block A, Ho Shun Tai Building",4432,
66,Yuen Long,"Hor Ping House, Long Ping Estate",4433,
67,Yuen Long,"Block C, Leung Choy Building",4434,
68,Sha Tin,"Estoril Heights, Belair Gardens",4435,
69,Southern,"Tung Cheong House, Lei Tung Estate",4436,
70,Eastern,"Oi Chak House, Oi Tung Estate",4437,
71,Tai Po,"Shin Tsui House, Fu Shin Estate",4438,
72,Tai Po,"Shin Tsui House, Fu Shin Estate",4439,
73,Tuen Mun,"Block 11, Lung Mun Oasis",4440,
74,Tuen Mun,"Block 3, Pierhead Garden",4441,
75,Sham Shui Po,1 Wing Lung Street,4442,
76,Kwai Tsing,Kwai Chung Container Terminal,4443,
77,Kwai Tsing,Kwai Chung Container Terminal,4444,
78,Kwai Tsing,Kwai Chung Container Terminal,4445,
79,Tuen Mun,"Leung Wai House, Leung King Estate",4446,
80,Sha Tin,Kwai Tei New Village,4447,
81,Tuen Mun,"Tower 1, Phase 2, Tai Hing Gardens",4448,
82,Sha Tin,"Sun Fong House, Sun Chui Estate",4449,
