,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Central & Western,Flourish Court,5520,
1,Wong Tai Sin,"Fu Tung House, Tung Tau Estate",5521,
2,Yau Tsim Mong,"Tai Chuen Building, Cosmopolitan Estates",5523,
3,Yau Tsim Mong,Yan Hong Building,5524,
4,Sha Tin,"Block 5, Royal Ascot",5525,
5,Sha Tin,"Yiu Ping House, Yiu On Estate",5526,
6,Sha Tin,"Block 5, Royal Ascot",5529,
7,Wan Chai,"Block E, Beverly Hill",5530,
8,Yau Tsim Mong,"Tower 1, The Harbourside",5531,
9,Yuen Long,"Wah Choi House, Tin Wah Estate",5532,
10,Yau Tsim Mong,Lee Man Building,5533,
11,Yau Tsim Mong,Paradise Square,5534,
12,Kowloon City,"Tower 3, K. City",5535,
13,Yau Tsim Mong,70 Fa Yuen Street,5536,
14,Kwun Tong,"Shun Tai House, Shun Chi Court",5537,
15,Yau Tsim Mong,Far East Mansion,5538,
16,Sham Shui Po,17A-17D Shek Kip Mei Street,5539,
17,Kowloon City,Metropark Hotel Kowloon,5540,
18,Eastern,"Tower 6, Grand Promenade",5541,
19,Tsuen Wan,"Block 5, City Point",5542,
20,Central & Western,Visalia Garden,5543,
21,Wan Chai,Yick Wah Building,5544,
22,Wan Chai,Malahon Apartments,5545,
23,Yau Tsim Mong,"831 Canton Road, Kam Wah Building",5546,
24,Kowloon City,Kowloon Tong Mansion,5547,
25,Wan Chai,Hong Kong Mansion,5548,
26,Yau Tsim Mong,7 Cedar Street,5549,
27,Islands,"Block 2, Coastal Skyline",5550,
28,Sai Kung,"Tower 1, The Grandiose",5551,
29,Sai Kung,"Tower 3, Le Prestige, LOHAS Park",5552,
30,Wan Chai,"6 Dragon Terrace, Dragon Court",5553,
31,Southern,"Block 21, Baguio Villa",5554,
32,Wan Chai,451 Lockhart Road,5555,
33,Kwun Tong,"Block 34, Laguna City",5556,
34,Central & Western,"Block 2, Garden Terrace",5557,
35,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5558,
36,Yau Tsim Mong,Silka Seaview Hotel Hong Kong,5559,
37,Wan Chai,Chee On Building,5560,
38,Sha Tin,"Block A, Greenwood Garden",5561,
39,Sham Shui Po,"Tower 6, Manhattan Hill",5564,
40,Islands,Novotel Citygate Hong Kong,5565,
41,Islands,Airport Regal Hotel,5566,
42,Yuen Long,"Hay Ping House, Long Ping Estate",5567,
43,Yuen Long,Tsat Sing Kong Tsuen,5568,
44,Central & Western,"Block 2, Garden Terrace",5569,
45,Sha Tin,"Tower 4, Park Belvedere",5570,
46,Sha Tin,"Laurel Court, World-wide Gardens",5571,
47,Kwai Tsing,"Wah Shun Court, Wah Yuen Chuen",5572,
48,Sha Tin,"Block A, Greenwood Garden",5573,
49,Sha Tin,"Tower 1, Lake Silver",5574,
50,Sai Kung,"Villa Rhapsody, Symphony Bay",5575,
51,Tai Po,"Block 7, Richwood Park",5576,
52,Sham Shui Po,17A-17D Shek Kip Mei Street,5577,
53,Kwai Tsing,"Block 2, Grand Horizon",5578,
54,Kwun Tong,"Tin Yiu House, Shun Tin Estate",5579,
55,Islands,Regal Airport Hotel Hong Kong,5580,
56,Kwai Tsing,"Tower 8, Tierra Verde",5581,
57,Central & Western,Beau Cloud Mansion,5582,
58,Sha Tin,"Tower 7, The Palazzo",5583,
59,Islands,Regal Airport Hotel Hong Kong,5584,
60,Wan Chai,11 Broom Road,5585,
61,Southern,"Phase 1, Residence Bel-Air",5586,
62,Wan Chai,The Altitude,5587,
63,Yau Tsim Mong,Lee Man Building,5588,
64,Yau Tsim Mong,142-144 Tai Nam Street,5589,
65,Tsuen Wan,"Block 2, Rhine Garden",5590,
66,Yau Tsim Mong,Hing Lung Building,5591,
67,Yuen Long,Ko Po San Tsuen,5592,
68,Yuen Long,"Goodview Court, Yuen Long",5593,
69,Eastern,"Block 3, City Garden",5594,
70,Central & Western,The Morgan,5595,
71,Wan Chai,"Block C, Paterson Building",5596,
72,Central & Western,Sea View Mansion,5597,
73,Central & Western,Birchwood Place,5598,
74,Yuen Long,"M9, Yoho Midtown",5599,
75,Yuen Long,Tsat Sing Kong Tsuen,5600,
76,Yuen Long,"Hung Long House, Hung Fuk Estate",5601,
77,Sham Shui Po,"Tower 6, The Pacifica",5602,
78,Wong Tai Sin,Aspen Crest,5603,
79,Wong Tai Sin,Aspen Crest,5604,
80,Yau Tsim Mong,Lee Fat Building,5605,
81,Yau Tsim Mong,97 Hak Po Street,5606,
82,Eastern,Grand Garden,5607,
83,Yau Tsim Mong,Sun Hing Building,5608,
84,Yau Tsim Mong,40 Tung Choi Street,5609,
85,Sai Kung,Nam Shan Village,5610,
86,Sai Kung,Pak Kong Village,5611,
87,Kowloon City,"Block 2, Phase 10, Whampoa Garden",5612,
88,North,"Chow Wu House, Yuk Po Court",5613,
89,Central & Western,"Paris Court, Realty Gardens",5614,
90,Sham Shui Po,"Man Lok House, Tai Hang Sai Estate",5615,
91,Yau Tsim Mong,"Cam Key Mansion, 495 Shanghai Street",5616,
92,Wan Chai,The Altitude,5617,
93,Wan Chai,"Block C, Fontana Gardens",5618,
94,Wan Chai,"Lai Kit Lau, Lai Tak Tsuen",5619,
95,Tai Po,Tai Hang Tsz Tong Tsuen,5620,
96,Yau Tsim Mong,"Block 2, The Long Beach",5621,
97,Sai Kung,"Tower 5, Capri 33 Tong Yin Street",5622,
98,Sai Kung,"Po Tai House, Po Lam Estate",5624,
99,Southern,"Block 1, Ocean Court",5625,
100,Kwun Tong,"Wing Mei House, Yau Chui Court",5626,
101,Central & Western,Sik On House,5627,
102,Sai Kung,"Block1, Beverly Garden",5628,
103,Central & Western,Flourish Court,5629,
104,Yuen Long,"Chung Hoi House, Tin Chung Court",5630,
105,Yau Tsim Mong,Far East Consortium Mongkok Building,5631,
106,Wan Chai,"Block C-D, Woodland Heights",5632,
107,Kwun Tong,"Block P, Telford Gardens",5633,
108,Wan Chai,Celeste Court,5634,
109,Wan Chai,"Lai Kit Lau, Lai Tak Tsuen",5636,
110,Wong Tai Sin,"Tower 1, Lions Rise",5637,
111,Kowloon City,Sunderland Estate,5638,
112,Islands,Tong Fuk Tsuen Village,5639,
113,Wan Chai,"Block A, Evergreen Villa",5640,
114,Southern,"Block 2, South Wave Court",5641,
115,Sha Tin,"Fook Hoi House, Lek Yuen Estate",5642,
116,Sha Tin,"Block 6, Julimount Garden",5643,
117,Sha Tin,"Yiu Ping House, Yiu On Estate",5644,
118,Sha Tin,"Kam Wai House, Kam Fung Court",5645,
119,Sha Tin,"Fook Lam House, Kwong Lam Court",5646,
120,Sha Tin,"Block 3, Monte Vista",5647,
121,Tai Po,Fook On Building,5648,
122,Tai Po,Fook On Building,5649,
123,Wan Chai,Phoenix Apartments,5656,
124,Yau Tsim Mong,Po On Building,5657,
125,Tsuen Wan,"Savoy Heights, Hong Kong Garden",5658,
126,Kowloon City,2 Rutland Quadrant,5659,
127,Yau Tsim Mong,Lee Man Building,5660,
128,Yau Tsim Mong,"Tower 2, Central Park",5661,
129,Yau Tsim Mong,Lee Man Building,5662,
130,Kowloon City,Morning Joy Building,5663,
131,Eastern,"Block A, Healthy Gardens",5664,
132,Yau Tsim Mong,Lee Man Building,5665,
133,Yau Tsim Mong,Lee Man Building,5666,
134,Sham Shui Po,119 Tai Nan Street,5667,
135,Eastern,Tai On Building,5668,
