,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Tuen Mun,"Block 1, Venice Gardens",5041,
1,Wong Tai Sin,"Lok Man House, Lok Fu Estate",5042,
2,Kowloon City,"Block A, Fok Lin Building, Hung Hom",5043,
3,Eastern,Ramada Hong Kong Grand View,5044,
4,Eastern,Ramada Hong Kong Grand View,5045,
5,Eastern,Ramada Hong Kong Grand View,5046,
6,Central & Western,Ramada Hong Kong Harbour View,5047,
7,Islands,Hong Kong SkyCity Marriott Hotel,5048,
8,Tuen Mun,"Tai Sang House, Kin Sang Estate",5049,
9,Kowloon City,"Block A, Fok Lin Building",5050,
10,Islands,Hong Kong SkyCity Marriott Hotel,5051,
11,Wan Chai,Dorsett Wanchai,5052,
12,Wan Chai,Dorsett Wanchai,5053,
13,Yau Tsim Mong,"Silka Seaview, Hong Kong",5054,
14,Yuen Long,"Block 7, Kenswood Court, Kingswood Villas",5056,
15,Tuen Mun,"Tai Sang House, Kin Sang Estate",5057,
16,Islands,Hong Kong SkyCity Marriott Hotel,5060,
17,Kwai Tsing,Dorsett Tsuen Wan,5062,
18,Central & Western,Tai Hing Building,5063,
19,Sham Shui Po,Hang Cheong Building,5064,
20,Yau Tsim Mong,The Luxe Manor,5066,
21,Kowloon City,Hung Hing Court,5071,
22,Sha Tin,"Lung Yiu House, Kam Lung Court",5072,
23,Wan Chai,Dorsett Wanchai,5076,
24,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5079,
25,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5080,
26,Yau Tsim Mong,Novotel Nathan Road Kowloon Hong Kong,5081,
27,Islands,Hong Kong SkyCity Marriott Hotel,5082,
28,Yuen Long,Fung Cheung Building,5083,
29,Yau Tsim Mong,Harbour Plaza Metropolis,5084,
30,Yau Tsim Mong,"Silka Seaview, Hong Kong",5085,
31,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5086,
32,Central & Western,Po Hing Court,5095,
33,Yau Tsim Mong,Harbour Bay Hotel,5096,
34,Yau Tsim Mong,"Tower 2, The Hermitage",5097,
35,Yau Tsim Mong,Fook Kiu Mansion,5098,
36,Kwun Tong,Dorsett KwunTong,5098,
37,Kwun Tong,Hotel COZi Harbour View,5098,
38,Islands,Hong Kong SkyCity Marriott Hotel,5099,
39,Wan Chai,Glory House,5102,
40,Yau Tsim Mong,Wai Yuen Building,5104,
41,Eastern,Ramada Hong Kong Grand View,5105,
42,Sha Tin,"Tower 2, Greenheight Villa",5107,
43,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5110,
44,Yau Tsim Mong,Lap Tak House,5110,
45,Kwai Tsing,"Wang Yung House, Cheung Wang Estate",5111,
46,Sha Tin,"Tower 2, Greenheight Villa",5112,
47,Islands,Hong Kong SkyCity Marriott Hotel,5113,
48,Yau Tsim Mong,Kimberley Hotel,5114,
49,Kwai Tsing,"Block 5, Rambler Crest",5122,
50,Yau Tsim Mong,Holly Mansion,5123,
51,Yau Tsim Mong,Stanford Hillview Hotel,5123,
52,Yau Tsim Mong,Lap Tak House,5124,
53,Yau Tsim Mong,Lap Tak House,5125,
54,Eastern,"Wealthy Court, North Point",5126,
55,Yau Tsim Mong,"The Kimberley Hotel, Tsim Sha Tsui",5130,
56,Yau Tsim Mong,"Holly Mansion, Tsim Sha Tsui",5130,
57,Yau Tsim Mong,"177A Portland Street, Mong Kok",5131,
58,Wan Chai,"Fasteem Mansion, Wan Chai",5132,
59,Tuen Mun,"Block 15, Lung Mun Oasis, Tuen Mun",5133,
60,Sham Shui Po,Cheung Sha Wan Plaza,"4945, 4960",08/09/2020
61,Yau Tsim Mong,Wah Yuen Factory Building,"4185, 4294, 4710, 4918, 4939, 4941",09/09/2020
62,Tsuen Wan,Hang Seng Tsuen Wan Building,"4938, 4965",09/09/2020
63,Kwun Tong,Lei Yue Mun Municipal Services Building,"2634, 2647, 2656, 3908, 4800, 4928",10/09/2020
64,Sham Shui Po,Un Chau Shopping Centre,"4498, 4586, 4957",11/09/2020
65,Kowloon City,75 Waterloo Road,"4956, 4967",11/09/2020
66,Sham Shui Po,Po On Road Municipal Services Building,"2234, 2410, 2728, 2924, 3351, 3831, 3992, 4115, 4226, 4291, 4840, 4983",12/09/2020
67,Tuen Mun,H.A.N.D.S. Do Shing Restaurant,"4968, 4969, 4972",13/09/2020
68,Yau Tsim Mong,Langham Place,"1297, 1641, 2008, 2186, 3296, 3369, 3386, 3826, 4447, 4573, 4841, 4996",14/09/2020
69,Sha Tin,Transport City Building,"4824, 4854, 4881, 4884, 4888, 4892, 4977",15/09/2020
70,Tuen Mun,H.A.N.D.S.,"4820, 4894, 4927, 4948, 4968, 4969, 5002",16/09/2020
71,Tsuen Wan,Goodman Global Gateway,"4933, 5008, 5059",18/09/2020
72,Tuen Mun,San Hui Market,5049,21/09/2020
73,Tuen Mun,113 Tuen Mun Heung Sze Wui Road,"5049, 5057",21/09/2020
74,Kowloon City,Po Sun Mansion,5050,21/09/2020
75,Kowloon City,39-43 Hau Wong Road,"4938, 4965, 5098",28/09/2020
76,Kwai Tsing,Chiap Luen Industrial Building,5122,28/09/2020
77,Kwai Tsing,Kowloon Commerce Centre Oliver's Super Sandwich,5122,28/09/2020
78,Central & Western,IFC Mall Mu-ni by La Bombance,5102,29/09/2020
79,Sai Kung,Hong Kong Institute of Vocational Education (Lee Wai Lee),5107,29/09/2020
80,Kwai Tsing,Cheung Fat Plaza,5111,29/09/2020
81,Kwai Tsing,Maritime Square,5111,29/09/2020
